,datePublished,user,text_header,verified,text_content,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
50,17th February 2024,K Shaban,"""Very bad experience""",✅ Trip Verified ,  I reached the airport 45 minutes before takeoff but at the boarding pass counter they denied me for boarding and said that I am late. When I requested them they charged 3000 rupees extra for boarding. I was travelling from Patna to Jaipur via Delhi. When I reached Delhi the flight connecting flight was delayed again. I was waiting from 3 pm till 7 pm. My flight was at 9 pm but at 7 pm I got message that flight has been canceled due technical issues. Now they are not refunding the amount. Very bad experience. I would never suggest anyone to travel with this airline.,NA,Family Leisure,Economy Class,Patna to Jaipur via Delhi,January 2024,1,2,1,1,1,1,1,no
51,13th February 2024,Raghunathji S Sankaran,“Staff were very kind and polite”,✅ Trip Verified , I have already shared my experience to colleagues and friends and the trip was wonderful and service was good. Staff were very kind and polite. Travel was very comfortable.,NA,Couple Leisure,Economy Class,Ayodhya to Chennai,February 2024,5,5,NA,NA,5,NA,5,yes
52,12th February 2024,Asif Khan,"""couldn't even recognize my bag""",✅ Trip Verified ,"  I reached Mumbai airport and I was waiting for my luggage as usual but after waiting for like 30-45 minutes I went to counter to inform about my luggage than they told me that my luggage never reached Mumbai and now I have to fill up a form in order get my luggage delivered at my home. They claimed that my luggage will be delivered to my place by next day but of course it didn't, I tried calling on no that they provide while filling up that form but no one picked up the call in 3 days, when I went back to the airport office counter they said your baggage is still in Dubai. When I called Dubai branch they told me its in Mumbai, so no one is actually taking the responsibility, after 5 long hours of wait in the airport I lost my temper and as soon as I started to shout one SpiceJet staff approached me and said ""Sir your luggage is here but as there are too many of them from other passengers as well its hard to find"". After this I started to shout and there were a lot of passenger's who were there for the exact same reason joined me when they saw this happening they called me and said my luggage is found in the warehouse and will be here by any moment, and after 10-15 minutes my luggage arrived and I couldn't even recognize my bag as it was completely trashed.",Boeing 737-800,Family Leisure,Economy Class,Dubai to Mumbai,June 2023,2,2,1,1,1,1,1,no
53,31st January 2024,Deepa Sambhwani,"""didn't get our luggage""",Not Verified ,"  We had an early morning flight from Dubai to Jaipur, when we go to claim the baggage from belt 2 only one of our bags came. They said to us very rudely that our luggage did not come on the plane in Dubai that means your luggage is left in Dubai. They made us sign a form that said that our luggage will come on the next flight from Dubai. But today (next day) we didn't get our luggage, we are calling continuously but they didn't pick our phone.",NA,Family Leisure,Economy Class,Dubai to Jaipur,January 2024,1,1,1,1,1,1,1,no
54,30th January 2024,Akhila Anil,"""poor customer service""",Not Verified ,   Such a poor customer service. Actually my flight was scheduled at 12pm today. But later I received a notification informing that the flight is rescheduled to 845pm. When I contacted the customer care he just responded irresponsibly. He couldn't tell us whether they will inform us about the revised time 3 hrs prior. He just spoke as if he doesn't care about a customer's concern.,NA,Family Leisure,Economy Class,Dubai to Kochin,January 2024,NA,NA,NA,NA,1,NA,1,no
55,25th January 2024,Roni Munshi,"""my luggage was sent to Mumbai""",✅ Trip Verified ,"  I came to Kolkata but my luggage was sent to Mumbai. I came there complaining, I have emergency documents, I need them soon, it's been 5 days today Now he didn't come to my Luggage.",NA,Solo Leisure,Economy Class,Bengalore to Kolkata,January 2024,1,1,NA,NA,1,NA,1,no
56,13th January 2024,H Jayashree,“a very harrowing experience”,Not Verified ," It was a very harrowing experience to book SpiceJet flight SG0215 on 13.01.24 which was supposed to take off at 5.15 am. We rushed to the airport late evening of 12.01.24, only to find flight was delayed multiple times. Finally it took off at 8.45 am only. Staff were least bothered about passengers convenience and they were very rude in their approach. Not even tea/coffee was offered for inordinate delay. Breakfast was given after umpteen requests from aggrieved flyers at around 7.30 pm for which we had to stand in long queue. I sincerely suggest never ever to book SpiceJet flight. This really frustrated my entire family and spoiled our holiday mood and festive fervour.",NA,Family Leisure,Economy Class,Chennai to Port Blair,January 2024,1,1,1,NA,1,NA,1,no
57,1st January 2024,APURVA Sanghvi,"""Do not book Spicejet flights""",✅ Trip Verified ,  Nightmare experience with a toddler. We booked a direct flight from Mumbai to Jaisalmer with SpiceJet in June for the Xmas holidays. Come a week before the flight SpiceJet starts smsing and emailing us that there is no direct flight and we will need to choose an alternative flight with a connection in Delhi and 10 hour layover options. At such a last minute all airfares were exorbitant and it was impossible to rebook flights even if we took refund. We wrote to them asking for a hotel stay for the layover. This was denied too. They held on to our money for 6 months before doing this. This is not where the ordeal ends. The first flight was delayed. Sat on the runway for over an hour before take off. We had to rush and change terminals. We were assured that our suitcases would reach Jaisalmer with us by every flight attendant and their airport staff. They did not. We were stranded without our winter wear and suitcases for 2 days in Jaisalmer till our suitcases were given to us the next day. We were forced to spend thousands of rupees on new clothes for the entire family. We asked them to reimburse this amount too. They did not. We asked for our choice of sandwich as per their menu. They did not have it. Do not book Spicejet flights even if you’re getting them for free. Take this as a warning before you spoil you entire vacation you have been planning and looking forward to for months.,NA,Family Leisure,Economy Class,Mumbai to Delhi,December 2023,2,2,1,1,1,NA,1,no
58,31st December 2023,Abhinav Agarwal,"""a disheartening experience""",✅ Trip Verified ,"  I recently had a disheartening experience with SpiceJet. My flight on November 28 was delayed by a staggering 6 hours, prompting me to book an alternative with another airline. The real frustration began when I sought a refund for the delayed flight. Despite daily calls to their customer service, there has been zero progress. The only consistent thing I've received from SpiceJet is false promises that I will get the revert on mail within 6 hours. It's been a month, and I'm still waiting for a revert mail. This lack of responsiveness and accountability is unacceptable. I expected better service, especially in handling situations involving significant delays. If you value your time and money, think twice before choosing SpiceJet. My experience has been nothing short of disappointing.",NA,Family Leisure,Economy Class,Kolkata to Delhi,December 2023,NA,NA,NA,NA,1,NA,1,no
59,28th December 2023,Asha Kumar,"""left us deeply dissatisfied""",Not Verified ,"  We had pre-booked flight tickets from Delhi to Hyderabad, expecting a 7 am departure. Unfortunately, the flight experienced multiple delays: first pushed to 8 am, then further delayed to 10:50 am, 11 am, and finally 12:15 pm. These continuous delays were quite challenging for us, significantly disrupting our schedule. The airline's inefficiency led to a waste of our precious time. When we requested lounge access due to the prolonged delay, the airline offered a meal instead. There were murmurs among passengers about SpiceJet's limited staffing and flights, suggesting that they might be playing games with travelers. Overall, the lack of support and the series of delays left us deeply dissatisfied. Based on this experience, I strongly advise against booking a flight with SpiceJet, even if they offer enticing deals.",NA,Family Leisure,Economy Class,Delhi to Hyderabad,December 2023,1,1,1,1,1,1,1,no
60,25th December 2023,A Ashmi,"""Never travel through SpiceJet""",Not Verified ,  Terrible experience. Flight had been delayed for almost 6 hours. We are travelling through SpiceJet airlines and currently stuck at Jaipur airport for almost 3 hours . According to them it is just because of fog. We also missed our second flight due to this. Never travel through SpiceJet.,NA,Family Leisure,Economy Class,Jaipur to Delhi,December 2023,3,1,1,1,1,4,2,no
